Seg1_Feat5,Seg1_Feat27,Seg1_Feat22,Categoria
1.6159977431098174,1.815747640701823,1.573997524306389,Berenjena
1.5834260174282906,1.6868646269854135,0.20815977656445678,Berenjena
1.5887264493519668,1.9523301137597995,0.5973881502732976,Berenjena
1.6800514636680102,1.974793671904519,0.9229246082843281,Berenjena
1.6690970537069614,1.6337861856818372,1.0078471625480752,Berenjena
0.8639658907188842,0.6648008746825125,0.4558505598337194,Berenjena
1.100504568329574,1.3055617934922368,0.498311836965593,Berenjena
1.3990460774950761,1.7154508692003438,1.014924042070054,Berenjena
0.8863300676500535,0.6005368055074783,1.6730738376140937,Berenjena
0.8178172603594679,1.6584099752558121,1.0786159577678642,Berenjena
0.47115987212303373,1.178669931641076,1.220153548207443,Berenjena
1.4498531401638133,1.5647485058619106,0.48415807792163496,Berenjena
0.647480459746688,1.3018896427172948,0.9795396444601597,Berenjena
0.862716936979677,1.7295763511935527,0.5124655960095504,Berenjena
0.8080887165978725,0.7302491727959403,1.5669206447844097,Berenjena
1.1311031583608706,1.4514804070466865,2.6496832116471847,Berenjena
1.5150881941601118,0.7152403649683863,-0.11029980192459438,Berenjena
0.9197916771379271,0.9412181538403198,1.1069234758557798,Berenjena
1.1017211516525018,0.9606044238235757,0.6540031864491292,Berenjena
2.216634687719443,2.1539337525697766,0.5266193550535085,Berenjena
2.0488329748194545,1.5238597909232103,0.5690806321853821,Berenjena
2.364664276799043,1.7505112286197657,0.5478499936194453,Berenjena
1.7883471764926655,1.4793987903868147,-0.4712206575455194,Berenjena
2.395629091989988,1.8931887403609489,0.4275430417458033,Berenjena
0.9799362334871273,1.449245179300729,0.8380020540205809,Berenjena
1.1767788269329924,1.3542298974764158,0.4700043188776769,Berenjena
1.154168990656109,1.989152426833655,0.6681569454930867,Berenjena
1.4678502527506276,0.7925551084857656,0.024160908993005048,Berenjena
1.7069207534541797,1.6200389105983035,-0.30845242854000415,Berenjena
1.7957185703121934,1.2640969656992311,0.23646729465237287,Berenjena
1.3072829981156986,1.179843570767178,-0.17399171762240473,Berenjena
1.2664997639517248,1.358977612434317,-0.17399171762240473,Berenjena
1.5711893007141609,1.8729621124065639,0.13031410182268896,Berenjena
0.15087024270716043,0.06753306618295025,-0.5773738503752033,Camote
-0.10205698782915527,-0.027421242016696216,-0.5490663322872875,Camote
-0.6956713795720388,-0.8203036556325735,-0.2659911514081306,Camote
-0.7490902176417136,-0.7212857147195652,-0.3721443442378145,Camote
-0.7914716373564669,-0.6157779843175752,-0.39337498280375127,Camote
-0.6369032365709805,-0.12157043526495345,-0.23060675379823636,Camote
-0.4840635578886237,-0.149813439055901,1.8075345485316932,Camote
-0.043698990854438506,0.5070579075267525,-0.13153044049053117,Camote
-0.4750026278810827,-1.0486764778802098,3.095526621531857,Camote
-0.4928828060357181,-0.30183880469125063,0.05246842708092056,Camote
-0.553585572776249,-0.1394229397119223,0.024160908993005048,Camote
0.07472136589807259,-0.18198390545103013,-0.6127582479850978,Camote
-0.29624038958712534,-0.46998020100343413,0.30723608987216194,Camote
0.39774659373274784,0.08691807071800903,-0.17399171762240473,Camote
-0.6399321515010371,-0.4937013053193584,0.04539154755894183,Camote
-0.39515996829924643,-0.2530818300828739,-0.060761645270742085,Camote
-0.4773860303755733,-0.6935124317344721,-0.0890691633586576,Camote
-0.5884745402322725,-0.6099761756008549,-0.11737668144657311,Camote
-0.6775800929160081,0.0778558914065778,-0.343836826149899,Camote
-0.7850519482185484,-0.11171694967881036,-0.23768363332021508,Camote
-0.6040353589419016,-0.3357632338576018,-0.48537441658947716,Camote
-0.8888100575569555,-1.389348318419065,0.44169680078976137,Camote
-0.17123445130793077,-0.4233353044108572,-0.8250646336444654,Camote
0.5739429011746174,0.6616627240376044,-0.10322292240261566,Camote
0.4251347020948574,0.47559235314473564,-0.11029980192459438,Camote
-0.21376682947440134,-0.3988673082333117,-0.7542958384246763,Camote
0.46910342420671725,-0.2718622635665671,-0.7542958384246763,Camote
0.49522942822116356,0.1511737221783901,-0.166914838100426,Camote
0.763164381881888,0.5437618224126838,0.07369906564685734,Camote
-0.22981709565373162,-0.3470116695644525,-0.39337498280375127,Camote
-0.45843309707614666,-0.36761677171540147,-0.874602790298318,Camote
-0.9685168426209962,-0.2882747806593898,-1.7238283329357886,Papa
-1.5388354334226333,-1.0932359932877087,-1.4549069111005897,Papa
-1.403017682765488,-0.8787886346297059,-1.667213296759957,Papa
-0.8557105471843749,-0.6337121438515585,-0.35091370567187774,Papa
-1.4950293890970083,-1.2029407598075403,-0.6764501636829082,Papa
-1.4432796346411456,-1.1040675143613694,-0.8038339950785286,Papa
-1.246260104726923,-1.233792900593943,-0.3650674647158358,Papa
-0.7350278039785251,-0.13062377074672107,-1.3841381158808002,Papa
-0.8747554644008795,-0.24994039679069266,-1.440753152056632,Papa
-0.4615216570588532,0.0785503090865008,-1.5539832244082945,Papa
-0.5373642640972119,0.012868335721712445,-1.334599959226948,Papa
-0.8758110165336198,-0.5526314964892866,-1.7167514534138097,Papa
-1.4363696926041687,-0.8818044982756108,-0.9029103083862335,Papa
-0.7656883350722599,-0.4698511630054932,-1.6530595377159993,Papa
-1.0745547783330538,-0.446639870247601,-1.313369320661011,Papa
0.4042615904875598,0.9148879963632717,-1.5185988267983999,Papa
-2.091101794074523,-1.343832027230463,-0.8038339950785286,Papa
-2.0439083676220116,-1.456245632246705,-0.9524484650400861,Papa
-1.7254815706687754,-1.1511736272037776,-0.697680802248845,Papa
-1.888056457371139,-1.1624863671630146,-0.8533721517323812,Papa
-1.4128173283197774,-0.6702313600214652,-1.2496774049632007,Papa
-0.8606648466645216,-1.4159959154112998,1.1706153915535902,Papa
-0.9245216660603546,-0.6214516636015275,-1.6459826581940202,Papa
-1.1717657753187283,-0.7522121964091893,-1.5752138629742312,Papa
-1.1711662135465812,-0.6456084180662021,-1.759212730545683,Papa
-0.3731287173634312,-0.009723204020005234,-0.9524484650400861,Papa
-0.25605198601799123,-0.022327521295353286,-1.136447332611538,Papa
-0.5668954203887238,-0.13218549397514126,-1.7167514534138097,Papa
-1.1222988399308147,-0.46622746576966456,-1.6955208148478729,Papa
-1.1126285611765232,-0.9379221530569236,-1.490291308710484,Papa
-1.0701493733702903,-0.7007611315299694,-0.867525910776339,Papa
-0.9735446621553159,-0.7481396748295159,-1.2638311640071584,Papa
-1.0424261049586465,-0.564203145479245,-1.3204462001829902,Papa
0.04590140076722404,-0.08692394268444759,-0.4429131394576039,Zanahoria
-0.21001668326061737,-0.5335641437573115,0.25769793321830964,Zanahoria
0.0949886139459585,-0.6695297123007755,1.2979992229492108,Zanahoria
0.20765311549690244,-0.7312832281235255,1.0786159577678642,Zanahoria
-0.14475872682310095,-0.6851602591953195,0.7530794997568339,Zanahoria
-0.23095132240415445,-0.9271155435018088,1.0927697168118224,Zanahoria
0.2688234699889336,0.06865765937662667,0.6115419093172556,Zanahoria
0.03175186985698033,-1.9676980690999948,0.9512321263722436,Zanahoria
0.08437954984500094,-0.2692701320650532,0.15862161991060447,Zanahoria
-0.4228517428701978,-1.9375648921223163,1.3758448976909792,Zanahoria
0.20234800610720682,0.3652298783041216,0.7530794997568339,Zanahoria
-0.3135622779363653,-0.41587490292192664,0.04539154755894183,Zanahoria
-0.24688368510979525,-0.46744213745646707,-0.49245129611145616,Zanahoria
-0.1370635083195849,-0.3135836674570716,0.6681569454930867,Zanahoria
-0.14043583497220985,-0.1278120137637999,0.90877084924037,Zanahoria
-0.6841954474689104,-0.6126857865972426,1.24138418677338,Zanahoria
-0.32442900016626514,-0.5827552651923302,1.1281541144217166,Zanahoria
-0.3751409449138445,-0.2984494035451038,2.1118403679767868,Zanahoria
-0.5540644638511516,-2.0281808042344656,1.0503084396799487,Zanahoria
-0.7069160179432772,-1.7107736468373496,1.5456900062184729,Zanahoria
-0.32879052538979553,-0.7880056381275207,0.7601563792788132,Zanahoria
0.5289596737953782,-0.2801815019005453,0.7955407768887074,Zanahoria
-0.2664161510972729,-0.7858784395622316,0.22231353560841483,Zanahoria
0.6980329102321398,-0.11452832222357082,0.852155813064539,Zanahoria
-0.16650584101088112,-1.9364350564383959,1.6730738376140937,Zanahoria
0.20046022348346626,-0.09899146126535287,-0.17399171762240473,Zanahoria
-0.06516389369340614,-0.4417095442634608,0.3143129693941407,Zanahoria
-0.043335597400007586,-0.36424529264773353,0.4275430417458033,Zanahoria
0.3949784634371185,0.3019698830387595,-0.8250646336444654,Zanahoria
0.3841871630109016,-0.1007920987474925,-0.060761645270742085,Zanahoria
0.08112213441547744,-0.04033902940444476,-0.039531006704805305,Zanahoria
